frame,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,x_21,y_21,x_22,y_22,x_23,y_23,x_24,y_24,x_25,y_25,x_26,y_26,x_27,y_27,x_28,y_28,x_29,y_29,x_30,y_30,x_31,y_31,x_32,y_32
1,0.2404845505952835,0.7928761839866638,0.22864440083503723,0.7733268737792969,0.22839021682739258,0.7698925733566284,0.22803820669651031,0.7657846808433533,0.22891497611999512,0.7715446352958679,0.2289387732744217,0.7667315602302551,0.2288508266210556,0.7611563205718994,0.2374531626701355,0.7341582775115967,0.238083615899086,0.7284424304962158,0.2549946904182434,0.7856632471084595,0.25593331456184387,0.783161461353302,0.30405282974243164,0.7221920490264893,0.3346019387245178,0.642150342464447,0.3820655047893524,0.807839572429657,0.4073471426963806,0.6885554790496826,0.3564901649951935,0.9039638638496399,0.38386762142181396,0.8235870003700256,0.3365711271762848,0.9136554598808289,0.35624539852142334,0.8361178636550903,0.3322405517101288,0.893962025642395,0.3520282208919525,0.8421245813369751,0.3398243188858032,0.8865461349487305,0.36117255687713623,0.8394094109535217,0.5436519384384155,0.7340909242630005,0.54926997423172,0.6796553134918213,0.7379058003425598,0.7561611533164978,0.7390658259391785,0.7105703353881836,0.9229798913002014,0.8008504509925842,0.9089257121086121,0.7627949714660645,0.9532142281532288,0.7992557287216187,0.94401615858078,0.7673777341842651,0.9037393927574158,0.915733814239502,0.8946794271469116,0.8837659358978271
2,0.23414286971092224,0.8110697269439697,0.22198064625263214,0.7911921739578247,0.22177410125732422,0.787102997303009,0.22146916389465332,0.7823663949966431,0.22224923968315125,0.7911785840988159,0.2222881019115448,0.7874577045440674,0.22218362987041473,0.7829586863517761,0.23183749616146088,0.7530190348625183,0.23201707005500793,0.7504000067710876,0.24809880554676056,0.803973913192749,0.24872533977031708,0.8045103549957275,0.29815858602523804,0.7428975701332092,0.32498612999916077,0.6693386435508728,0.38297227025032043,0.8246175646781921,0.40994027256965637,0.7076212167739868,0.35337120294570923,0.9035213589668274,0.3866243362426758,0.8239485025405884,0.3300383388996124,0.9106948375701904,0.3568345904350281,0.8381272554397583,0.3287697434425354,0.8927960395812988,0.35420656204223633,0.8413515090942383,0.33648964762687683,0.886220395565033,0.3625485599040985,0.8391367197036743,0.5387683510780334,0.7417474985122681,0.5422054529190063,0.6848199367523193,0.7325873970985413,0.7655553817749023,0.7303856015205383,0.7166284322738647,0.9158685803413391,0.7968344688415527,0.9006465077400208,0.7603247761726379,0.9495993256568909,0.7853730916976929,0.9367053508758545,0.7523196935653687,0.9042604565620422,0.9130038619041443,0.8940195441246033,0.8744927048683167
3,0.2330857366323471,0.820784866809845,0.22087277472019196,0.8034617900848389,0.22075802087783813,0.800195038318634,0.22051078081130981,0.7961660027503967,0.22112302482128143,0.8029212951660156,0.2211942970752716,0.7992898225784302,0.22106307744979858,0.7946584820747375,0.2311125099658966,0.7648814916610718,0.23106428980827332,0.7610835433006287,0.24788787961006165,0.8110814690589905,0.24841532111167908,0.8108564615249634,0.29610946774482727,0.7535739541053772,0.32112231850624084,0.6782682538032532,0.3862651586532593,0.8292783498764038,0.41076821088790894,0.7061965465545654,0.3534618318080902,0.905044674873352,0.3869834542274475,0.8110883235931396,0.3300451636314392,0.9107282161712646,0.3568840026855469,0.8126324415206909,0.32892265915870667,0.892839252948761,0.3541838824748993,0.8286908268928528,0.33664658665657043,0.886584997177124,0.3627513349056244,0.8287566304206848,0.5361614227294922,0.7475342154502869,0.5397568941116333,0.6816484928131104,0.7291759848594666,0.7722154855728149,0.7244735360145569,0.718497097492218,0.9134575724601746,0.795580267906189,0.9000226259231567,0.760199785232544,0.9469817876815796,0.7817731499671936,0.9370855689048767,0.7510014772415161,0.9042471647262573,0.9129822254180908,0.8946828246116638,0.8747347593307495
4,0.2307414710521698,0.8297557830810547,0.21871711313724518,0.8125631809234619,0.21870476007461548,0.80922931432724,0.21862512826919556,0.8056972026824951,0.21899884939193726,0.8115793466567993,0.2191639095544815,0.8076831102371216,0.21915437281131744,0.8032410144805908,0.2298593372106552,0.7755817770957947,0.22945016622543335,0.7701331973075867,0.2459600865840912,0.821694552898407,0.24664612114429474,0.8206091523170471,0.29455694556236267,0.7642117738723755,0.3195524215698242,0.6866298317909241,0.3865435719490051,0.8256329894065857,0.4108339846134186,0.7042743563652039,0.3550545871257782,0.9024490714073181,0.394350528717041,0.7915571928024292,0.3324832618236542,0.9106026887893677,0.3710794448852539,0.7789638042449951,0.3306819498538971,0.8913624286651611,0.3617567718029022,0.801760733127594,0.3376224637031555,0.8850938677787781,0.36939457058906555,0.8112412095069885,0.5343159437179565,0.7566116452217102,0.5379625558853149,0.686030924320221,0.7285693287849426,0.7787219882011414,0.7235068082809448,0.7199928164482117,0.9108490347862244,0.7955361008644104,0.8974784016609192,0.7601931691169739,0.9457422494888306,0.7808238863945007,0.9354624152183533,0.7507357597351074,0.9039293527603149,0.9138897657394409,0.8945989608764648,0.8742441534996033
5,0.23030154407024384,0.8375095725059509,0.21823769807815552,0.8187835812568665,0.21824488043785095,0.8152585625648499,0.21816156804561615,0.8110798001289368,0.2183295041322708,0.8183063268661499,0.21839092671871185,0.8145550489425659,0.2182704657316208,0.8100418448448181,0.2290940284729004,0.7804266810417175,0.22842495143413544,0.7775875926017761,0.24566474556922913,0.8276593685150146,0.24616430699825287,0.8273531198501587,0.2934406101703644,0.766589879989624,0.3187761604785919,0.6878201365470886,0.38779452443122864,0.8269219398498535,0.4106042683124542,0.7033199071884155,0.35698726773262024,0.9025107026100159,0.39601004123687744,0.7903333902359009,0.33564692735671997,0.9118248820304871,0.3741394281387329,0.7773829698562622,0.3333311080932617,0.8920421004295349,0.3635914921760559,0.799551784992218,0.3395284116268158,0.8854824900627136,0.374868243932724,0.7974629998207092,0.533202588558197,0.7596861124038696,0.5369783639907837,0.6917451024055481,0.72844398021698,0.7805747389793396,0.723469078540802,0.7248294949531555,0.9107958078384399,0.7954186201095581,0.8977660536766052,0.760833740234375,0.9450696706771851,0.7804281711578369,0.9351701736450195,0.7513427138328552,0.9037732481956482,0.915043294429779,0.8946512341499329,0.8744865655899048
6,0.22982023656368256,0.8413417339324951,0.21765917539596558,0.8237180113792419,0.2176293283700943,0.8201078176498413,0.21750004589557648,0.8158578276634216,0.21769538521766663,0.8228551149368286,0.21768131852149963,0.8187627792358398,0.21748436987400055,0.8139487504959106,0.227896586060524,0.7853788733482361,0.2270376980304718,0.7813045978546143,0.244893416762352,0.8315273523330688,0.2452990710735321,0.8310481309890747,0.29173460602760315,0.7687121033668518,0.31587445735931396,0.6891238689422607,0.38833674788475037,0.8257516622543335,0.4097742438316345,0.6948338747024536,0.35748499631881714,0.9020617008209229,0.398105263710022,0.7920872569084167,0.3360823094844818,0.9118910431861877,0.3733280301094055,0.785683274269104,0.33362337946891785,0.8925537467002869,0.36663541197776794,0.8020468354225159,0.33987289667129517,0.8857479691505432,0.3758777976036072,0.8016456365585327,0.5313808917999268,0.7621264457702637,0.5351412296295166,0.6947572231292725,0.7285500168800354,0.781455934047699,0.7235056161880493,0.7242739200592041,0.9112949967384338,0.7951987385749817,0.8979412913322449,0.7598956227302551,0.9450099468231201,0.7791405320167542,0.9353930354118347,0.7482495903968811,0.9036814570426941,0.9150263071060181,0.8946511149406433,0.874065637588501
7,0.22874097526073456,0.840446949005127,0.2169000655412674,0.8202553987503052,0.21688224375247955,0.8162956237792969,0.21681243181228638,0.8122557997703552,0.216892272233963,0.8202866911888123,0.21685528755187988,0.8165549635887146,0.216688334941864,0.8123359680175781,0.22740179300308228,0.7836049795150757,0.22659292817115784,0.7812865376472473,0.2432229220867157,0.8321237564086914,0.24322494864463806,0.8324729204177856,0.2909659743309021,0.7661356329917908,0.3169941008090973,0.6902961730957031,0.3882278800010681,0.824140727519989,0.4107363820075989,0.691487729549408,0.3595440685749054,0.9018906950950623,0.4047980010509491,0.782011091709137,0.3378138244152069,0.9116477370262146,0.3775056004524231,0.7835254669189453,0.3353781998157501,0.8926357626914978,0.3729339838027954,0.7907081246376038,0.3415725827217102,0.885916531085968,0.37969642877578735,0.7990630269050598,0.5290588140487671,0.7630189657211304,0.5330145359039307,0.6972755193710327,0.7277236580848694,0.7824873328208923,0.7212182879447937,0.7248644232749939,0.9110519289970398,0.7947102785110474,0.8961212635040283,0.7584713101387024,0.944564163684845,0.7783629298210144,0.9336130619049072,0.7462770342826843,0.9034202098846436,0.9149336218833923,0.8943151831626892,0.8738822340965271
8,0.2263256013393402,0.8361791968345642,0.2148323357105255,0.8155843615531921,0.21480895578861237,0.8121986389160156,0.21476557850837708,0.8086025714874268,0.21468208730220795,0.8151446580886841,0.21455128490924835,0.8113478422164917,0.21435481309890747,0.8069108724594116,0.22559760510921478,0.7801067233085632,0.2247793823480606,0.7760064005851746,0.24043409526348114,0.8288025259971619,0.2403622418642044,0.8285754323005676,0.28941139578819275,0.7658707499504089,0.3155430257320404,0.6892551779747009,0.3870549201965332,0.8254314064979553,0.41027727723121643,0.6973538994789124,0.3604712188243866,0.9001798629760742,0.4030429720878601,0.7821693420410156,0.33825042843818665,0.9098108410835266,0.37608426809310913,0.7823660373687744,0.3358815908432007,0.8921816349029541,0.3718631863594055,0.7902234792709351,0.3421604335308075,0.8858339786529541,0.378639817237854,0.7995415925979614,0.5285471677780151,0.7629809975624084,0.5324896574020386,0.6977912783622742,0.727263867855072,0.7823030948638916,0.7200514674186707,0.7255492806434631,0.9101244211196899,0.7946033477783203,0.8945434093475342,0.7581596374511719,0.944019079208374,0.7785577774047852,0.9320228695869446,0.7462018132209778,0.9030205011367798,0.9147345423698425,0.893561065196991,0.8733937740325928
9,0.22507146000862122,0.8347993493080139,0.21315616369247437,0.8140759468078613,0.21306344866752625,0.8106136918067932,0.21290792524814606,0.8067842721939087,0.21304669976234436,0.8141095638275146,0.21289747953414917,0.8104493021965027,0.21266934275627136,0.8060977458953857,0.22359445691108704,0.7772334218025208,0.2227795273065567,0.7744303345680237,0.23940542340278625,0.8253999948501587,0.23914118111133575,0.8258563280105591,0.2892395853996277,0.7611194849014282,0.31493937969207764,0.6880398988723755,0.38642072677612305,0.824063241481781,0.41056469082832336,0.6956034898757935,0.36042362451553345,0.9002352356910706,0.40261679887771606,0.7849061489105225,0.33822759985923767,0.9095333814620972,0.3758350610733032,0.7853590250015259,0.33585721254348755,0.8921608924865723,0.37100011110305786,0.794555127620697,0.3421233594417572,0.8859875202178955,0.37795010209083557,0.80168217420578,0.5284622311592102,0.7568628787994385,0.5327942967414856,0.695891797542572,0.7273542881011963,0.7810327410697937,0.7212400436401367,0.7290588021278381,0.9107389450073242,0.7958553433418274,0.8947269320487976,0.759917140007019,0.9444073438644409,0.778894305229187,0.9327354431152344,0.746643602848053,0.9030244946479797,0.9147738814353943,0.8943068385124207,0.8754761815071106
10,0.22546634078025818,0.8244249820709229,0.21327616274356842,0.8043487071990967,0.21308749914169312,0.8008774518966675,0.21287104487419128,0.7971621751785278,0.21326635777950287,0.8040449023246765,0.213076651096344,0.8002897500991821,0.21283099055290222,0.7959577441215515,0.2234005331993103,0.768686830997467,0.22290097177028656,0.7652873992919922,0.23942714929580688,0.8160476684570312,0.2394545078277588,0.8159140348434448,0.28866350650787354,0.757182240486145,0.3155265748500824,0.684584379196167,0.38667142391204834,0.8231989741325378,0.41114237904548645,0.6968427300453186,0.35734087228775024,0.8986859917640686,0.39425379037857056,0.7867668271064758,0.33332201838493347,0.9068665504455566,0.36335745453834534,0.786546528339386,0.33216410875320435,0.8887708783149719,0.3614482581615448,0.7970502972602844,0.339460551738739,0.8826212286949158,0.3686189651489258,0.8030852675437927,0.5288507342338562,0.7525596022605896,0.5333102345466614,0.6934655904769897,0.7277080416679382,0.7797435522079468,0.7220257520675659,0.7313262820243835,0.9110429286956787,0.7960889935493469,0.8954322338104248,0.761813759803772,0.9447842240333557,0.7789360880851746,0.9332361817359924,0.7467760443687439,0.903042197227478,0.914975106716156,0.8950803875923157,0.879655659198761
